id	charter	title1	black	hisp	white	locale	type	studentteacherratio	students	shooting
201059000902	FALSE	TRUE	0.01379310345	0.05517241379	0.9172413793	Rural	High	9.6	145	FALSE
340498000414	FALSE		0.04245283019	0.2240566038	0.5636792453		Middle	9.36	424	FALSE
370126000534	FALSE	TRUE	0.4560606061	0.4590909091	0.03787878788	Suburb	Elementary	14.17	660	FALSE
190348000045	FALSE		0.01320132013	0.2409240924	0.7161716172		Elementary	14.33	303	FALSE
180018502624	TRUE	FALSE	0.36	0.35	0.25	Suburb	High	8.33	100	FALSE
370001100445	FALSE	TRUE	0.6500445236	0.1335707925	0.1104185218	Urban	High	15.71	1123	TRUE
402328002253	FALSE		0.05467625899	0.09352517986	0.5971223022			18.07	695	FALSE
100001400106	TRUE	TRUE	0.9144736842	0.06743421053	0.004934210526	Urban	Middle	12.41	608	FALSE
240033000642	FALSE	FALSE	0.03225806452	0.05913978495	0.873655914	Rural	Elementary	18.24	372	FALSE
250987001381	FALSE	FALSE	0.1179775281	0.09269662921	0.3820224719	Suburb	Middle	12.72	356	FALSE
530846001432	FALSE	TRUE	0.08333333333	0.15625	0.4895833333	Suburb	Elementary	18.53	480	FALSE
340004100321	TRUE		0.2247191011	0.7752808989	0		Elementary	10.6	89	FALSE
220165001565	FALSE	TRUE	0.1233140655	0.05780346821	0.7726396917	Suburb	Middle	21.95	519	FALSE
251227002022	FALSE	FALSE	0.03629032258	0.04838709677	0.7620967742	Suburb	Elementary	14.29	248	FALSE
191182000720	FALSE		0.08141962422	0.121085595	0.6910229645		Elementary	13.94	479	FALSE
293211002255	FALSE	TRUE	0.009708737864	0.03883495146	0.9417475728	Rural	High	13.61	309	FALSE
370441001757	FALSE	TRUE	0.005115089514	0.3516624041	0.6304347826	Rural	High	16.64	782	FALSE
403024002739	FALSE		0.6258503401	0.1598639456	0.07482993197		Middle	19.6	294	FALSE
470387002047	FALSE	FALSE	0.01886792453	0.02096436059	0.9454926625	Rural	High	16.28	477	FALSE
530039000062	FALSE	FALSE	0.02988505747	0.05287356322	0.4827586207	Urban	Elementary	15.57	435	FALSE
401059000482	FALSE		0.2120786517	0.2514044944	0.3890449438		Elementary	17.56	712	FALSE
190906000593	FALSE		0	0	0.9692307692		Elementary	10.24	65	FALSE
181080001766	FALSE	TRUE	0.01751824818	0.05255474453	0.8948905109	Rural	Elementary	19.57	685	FALSE
403360129841	FALSE		0.02739726027	0.04794520548	0.6712328767		High	20.45	146	FALSE
422430000021	FALSE	TRUE	0.01136363636	0.2689393939	0.7083333333	Rural	High	14.02	528	FALSE
251077001047	FALSE	TRUE	0.024	0.068	0.3893333333	Suburb	Elementary	17.57	750	FALSE
403297001818	FALSE		0	0.07975460123	0.6564417178		High	16.55	163	FALSE
280082001025	FALSE	TRUE	0.2621359223	0.01553398058	0.6446601942	Town	Elementary	18.98	515	FALSE
250165000006	FALSE	FALSE	0.02507836991	0.08777429467	0.8620689655	Suburb	Elementary	17.37	319	FALSE
482445002740	FALSE	TRUE	0.1621621622	0.3011583012	0.4942084942	Rural	High	11.01	259	TRUE
420013500869	TRUE	TRUE	0.4787535411	0.02266288952	0.4192634561	Suburb	Middle	14.71	353	FALSE
450213001235	FALSE	TRUE	0.6666666667	0.06436781609	0.2367816092	Suburb	Middle	11.76	435	FALSE
